,class,conversation
223,일반 대화,미국 이슈에 있길래 놀랐었어그러니까 ㅠㅠ/사진만 봐도 너무 마음 아플 듯...
224,일반 대화,그냥 그런 상황이 안타깝다...그렇지/우리라도 유명해지지 않은 국가대표를 알아주자
225,일반 대화,아니 그건 모르겠는데 집단으로 터졌다고 하더라아 훈련병 다들 그럼 어떻게 하냐? ㅜㅜ
226,일반 대화,재택근무를 하면서 돈을 많이 벌 수는 없을까?그건 정말 천상의 조건이라 힘들지 않을까?
227,일반 대화,에궁 한의원도 가봤었잖아한의원에서는 심장 두근거리는 걸 먼저 잡아야한다고 그 약부터 만들어줬어…
228,일반 대화,응 우산 별로 안쓰고 다녔던 것 같아.그래서 내가 장화를 자주 못신었어ㅠㅠ
229,일반 대화,그래서 꼭 보고 싶은 영화 있을 때만 가는 거 같아.코로나 이후로 볼만한 영화도 별로 없는 거 같아.
230,일반 대화,맞아 그런 김에 너도 같이 갈래?!헐 나도 같이 가도 돼?/나야 완전 좋지!
231,일반 대화,그렇긴 한데 하하 너무 비싸가지고하긴 그렇게 할인해도 괜찮은거면 원가가 짱 싼가봐
232,일반 대화,캠핑 가보고 싶다난 글램핑만 해봤어!
233,일반 대화,그래도 전사라 방어력이 좋아서 할만해.미리 캐시템 입혀줄 거 사둬야겠다.
234,일반 대화,헐… 그 돈 내는데? 나도 골프 배우고 싶어서 알아보는 중이야.차라리 나한테 배워 대충 알려 줄 수는 있어.
235,일반 대화,역시~ 하긴 그건 그래 돈 있으면 다 되니깐 ㅠㅠ웅 그래서 쉽게 주는 것보단 그런 선물을 좀 받고 싶어 ㅠㅠ
236,일반 대화,나중에 어학연수라도 가보는 것 어때?기회가 된다면 꼭 가보고 싶어
237,일반 대화,"나도 그런 편이야, 그리고 외래어가 나오면 일본식으로 읽다 보니 한번에 이해하기 어려워서 버벅 거리게 돼외래어 정말 어렵지. 일본어는 우리나라랑 어순이 같아서 쉽게 배울 것 같으면서도 너무 어려워"
238,일반 대화,예전 무한도전 같은거? 난 티비를 요즘 안봐서 모르겠네나는 안보는데 보는 사람 진짜 많더라
239,일반 대화,화장품은 무조건 하루 만에 다 팔려누가 이렇게 사재기를 하는 거야 ㅡㅡ
240,일반 대화,남아공 가본적 있어?아니 가봤을리가 있나 하하
241,일반 대화,아하 그럴수가 있구나 대박그래서피방조음/그리고컴이조으니까... 그냥 피방에서하면 잘 됨
242,일반 대화,퇴근하고 와서 돌리는 거야?웅 난 진이 때문에 좀 많이 돌리지
243,일반 대화,해보기도 전에 겁부터 잔뜩 먹었죠 ^^괜찮다 너무 걱정하지 않아도 됨~
244,일반 대화,가면 총도 쏘고 재밌어.총 쏘는게 재밌어?
245,일반 대화,그냥 내 동생이 차 구경하길래 따라다녔어ㅋㅋ 동생이 차 산대?
246,일반 대화,응... 음 나는 하얀 거짓말 선의의 거짓말 이런거 안좋아해서 솔직한게 좋아만약 이벤트 준비한다고 하얀거짓말을 하게 된다해도?
247,일반 대화,어제 시킨 옷을 바라는 건 너무 극한 한국인이다ㅋㅋ 요즘 배송 빨리 오는데 내건 좀 느리네?
248,일반 대화,스크류바나 죠스바맛 프라푸치노 만들어줬으면...!와 나는 생귤탱귤같이 상큼한거! 완전 급땡긴다
249,일반 대화,그래서 어느 순간부터 집에서 잘라ㅋㅋ 오 그 엄청 큰 가위로 자르는 건 아니지?
250,일반 대화,지금 복지가 구려서 그런거니?사실 내가 생각한 복지는 그걸 다 포함 되는 거라 넣어서 복지를 일순위로 한 거야/거의 급여랑 복지랑 또이또이 한거
251,일반 대화,응 그러니까. 월세는 아무래도 다달이 돈이 빠져나가니까 부담이 돼부동산에는 많이 다녀보고 있어?
252,일반 대화,그런데 미용하기 힘들었어.뭐가 힘들었어?
253,일반 대화,그럼 저 가격보다 더 한 네일도 있나?아마 그렇겠지? 가격때문에 제약이 좀 있어 ㅋㅋ
254,일반 대화,진정팩도 가격에 포함인 거지? 아닌가? ㅋㅋ응 전부 다 포함이야!
255,일반 대화,음 그러면 미역국 끓여 드리는건 어때?오 그거 좋은 생각이다/미역국이랑 잡채하면 엄마가 좋아하겠지?
256,일반 대화,응 ㅋㅋ 그래서 이번 겨울에 다녀오면 어떨까 하고코로나가 그때는 좀 괜찮아질까?
257,일반 대화,응... 동물 키우면 어쩔 수 없는듯...병원은 가봤어?
258,일반 대화,두찜에 반 마리도 파나?반마리는 간장이랑 고추장만 있지 않나?
259,일반 대화,응 ㅋㅋ 그거 먹고 건강 챙길게알겠어 ㅋㅋ 내일 너희 집으로 보낼게
260,일반 대화,ㅋㅋ 낮술은 막걸리가 최고야ㅋ 방송에서 봤는데 날씨 쨍쨍할 때 그 산 꼭대기 쯤인가 거기서 전이랑 막걸리 파는 곳도 있던데
261,일반 대화,노팅힐이라는 영화 알아?그 영화 좀 된 영화 아닌가?
262,일반 대화,불법인 듯 아무래도 이상한 곳에서 받은 듯합법이라고 ㅋㅋ 뭐가 불법이냐고 ㅋㅋ 진짜
263,일반 대화,너희는 가성비가 중요해 가심비가 중요해?난 가심비할 돈이 없어서 가성비~
264,일반 대화,우리 아버지는 장남이셔.우리 아빠는 7형제야.
265,일반 대화,뮤지컬 헤드윅있잖아엉엉
266,일반 대화,"우리 나라도 전쟁의 아픔으로 인해 한글도 못배운 할머니들이 많잖아응, 그래서 요즘 초등학교에서 글을 배우는 분들도 많으시더라"
267,일반 대화,나도 간 김에 머리 스타일 좀 바꾸던가 해야겠다남자들은 머리스타일 잘 안 바꾸지 않아?
268,일반 대화,너는 사계절이 있는게 좋니?응 사계절이 있는 게 좋아
269,일반 대화,나도 좀 겁났어...나도 사실 뭔가 무섭긴 했어 ㅋㅋ
270,일반 대화,내가 밖에 나갈때마다 처량하게 쳐다보는데 되게 미안했어 ㅠㅠ안고라도 나가서 산책 시켜야 하나봐...
271,일반 대화,울엄마까다로운데 ㅋㅋ 맛있다하겠지몰라ㅜㅜ ㅋㅋ/내입에 그닥이엇눈뎅/그런말은 미리하지말굴
272,일반 대화,난 조금 더 해줬으면 좋겠던데그건 나도 같은마음이야...^^
273,일반 대화,모든 양말에 구멍을 만들어 놨는데도?아... 그거는 확실히 형이 잘못했다.
274,일반 대화,그냥 눈 뜨면 내가 데려 갈게 걱정하지 마 하하ㅋㅋ 과연 내가 잘 일어날 수 있을런지...
275,일반 대화,그니깐 난 추운 게 좋아 얼른 더 추워졌으면...ㅋㅋ아 맞슴다 추우면 껴입을 수라도 있지 땀도 안 나서 조아
276,일반 대화,그러면 골프쌤은 따로 필요 없겠네?골프쌤 ㅋㅋ/그래도 필요할 거 같은데?
277,일반 대화,오 진짜 그렇겠다난 소시지도 넣어서 먹어!
278,일반 대화,나 말고 엄마한테 사주려고근데 비싼 값어치를 하니까 괜찮은거 같아
279,일반 대화,직업이 군인은 맞아.그런데 직업군인은 아니야?
280,일반 대화,오 어디서 듣는데?유튜브에도 많고~
281,일반 대화,와 그렇다니...읽다지침 후
282,일반 대화,이제 아침마다 챙겨먹어야겠다확실히 먹으면 화장실도 잘 가고 좋지...
283,일반 대화,그니까 진짜 확 달라지긴 하더라무슨 실장님 지정도 가능하고
284,일반 대화,ㅋㅋ 아 진짜? 얘도 첨에 후회된다 어쩐다 엄청 찡찡 거렸어 ㅋㅋㅋㅋ 이야 그래두 기특하네 취사병을 했다니 대량 조리가 글케 어렵다는데 ㅜㅜ 대단해
285,일반 대화,추천 하나만 해 줘~이제 직장인이면 향수 어때?
286,일반 대화,강아지한테 물려본 경험 있어?어 어렸을 때 시골 갔다가 물려봤어/너도 있어?
287,일반 대화,맞아. 그래서 그 때의 패치에 맞게 다양한 조합을 하는 게 좋더라고.그렇구나. 게임도 나름 어렵네.
288,일반 대화,나 오늘 진짜 충격 받은 거 있음뭔데? 오늘 근데 뭐 백화점 간다고 안 했냐
289,일반 대화,지금 바다가 아주 난리더만...바다 지켜 ㅠ
290,일반 대화,바선생 지금은 안 나와?!응 ㅋㅋ 옥상타고 들어오고 그랬었는데 지금은 안 나오는거 같아ㅋ
291,일반 대화,여행을갈깦난 다 좋아 오빠랑 함께라면...[이모티콘]
292,일반 대화,아무말씀 안 하시고?응 아무말씀 없이 보기만 하셨어.
293,일반 대화,그래도 난 혼자 사는게 좋은 것 같다네 의견이니까 말릴 수는 없지만 함께 사는 즐거움도 알았으면 해
294,일반 대화,재밌거든맞아 ㅋㅋ 나도 만화 잘 모르는데 그건 재밌긴 했어
295,일반 대화,나도! 막주에 가!그때 갖고 와야지 안 그럼 얼어 죽어 ㅋㅋ
296,일반 대화,나 너무 놀러 다니고 싶어 ㅠㅠ아니 공부해야지!/맨날 놀고 싶어해
297,일반 대화,여자는 그게 제일 무서운 일이지 ㅜㅜ다 포기하고 살아야 하는 거니깐 나도 무섭다 ㅠ
298,일반 대화,진짜 ㅠㅠ 거의 2달을 기다려야한다니..그니까...멀지만...기다려본다 베놈2
299,일반 대화,여의도 만한 크기가 탔어.사람들은 많이 안 다쳤어?
300,일반 대화,여유는 많을수록 좋음돈모으나햇는데 뭔가 자꾸 돈 없어
301,일반 대화,응 ㅋㅋ 근데 가격이 어마어마하더라고!오호 ㅋㅋ 세일할 때 사야겠네
302,일반 대화,아 그래? 그거 영화로도 나온 적 있지?맞아 극장판으로도 나온 적 있어!
303,일반 대화,매일 맑은 날이 계속되면 좋겠어그건 나도 진심으로 동의하는 바야
304,일반 대화,내가 관찰력이 뛰어나서 ㅋ말티우저일수도
305,일반 대화,ㅋㅋ 그 베놈이 1기에 아들이 다시 베놈이 된다던데?나 자세한 얘기까지는 잘 모르겠어 ㅋㅋ
306,일반 대화,모터보트 운전도 해보고 싶어지더라우리나라는 여름에만 해양스포츠를 즐기는 편이라 많이 발달하지 않은 것 같아
307,일반 대화,요즘 전기차도 예쁘게 나오더라.차 보고 있어?
308,일반 대화,롤은 별로니까 패스하고 다른 게임 괜찮은 거는?~음 아니면 틀린그림 찾기 어때?
309,일반 대화,정말 이쁘지.이하늬 이런 사람? ㅋㅋ
310,일반 대화,없어도...어차피 옷도
311,일반 대화,두뇌전 하는 웹툰이구나맞아맞아 그런데 주인공이 엄청 매력적이야
312,일반 대화,"그러게, 그러면 차 막힐 일도 없고 좋겠는데.차가 안 막히면 삶의 질이 향상될 것 같아."
313,일반 대화,"ㅋㅋ 맞아, 근데 김선호 지금 소속사 들어가기 전 봤어?사진 떠서 봤는데 그거도 쩔더라 ㅋㅋ"
314,일반 대화,너구리에 카레 더한 맛이래!오 그거 사람들 후기는 어떻대?
315,일반 대화,신기하네 카페인이 안 받는 건가맞아/그렁 거 같음/그래서 맨날 스무디 먹음
316,일반 대화,왜 거기 그렇게 돈을 쓴거지...?가챠 돌리는 삶이...지루해지셨군요...
317,일반 대화,우리 가족여행지 추천 좀 해줘!제주도 여행 어때?
318,일반 대화,그치 ㅋㅋ 가끔 그런 걸로 스트레스가 풀린단 말이지~나는 나중에 시간 있으면 네일 자격증도 따고 싶더라고 손재주는 없지만...
319,일반 대화,다행이네 그래도 ㅠ 휴게소 몇 번 들렸겠는데?휴게소 들리는 것도 시간 낭비라서 2번 갔어 ㅠㅠ
320,일반 대화,ㅋㅋ 당분간은 열심히 걸어 댕겨야지... ㅋㅋㅋㅋ 좀 걷고 운동하고 해야지 ㅠㅠ
321,일반 대화,빨리 둘이 사귀어라나는 익순이랑 준완이도 빨리 재회하면 좋겠어 ㅠㅠ
322,일반 대화,달팽이 크림 나만 없어...ㅋㅋ 달팽이 크림 별로야...
323,일반 대화,세종시에 국회 만드는 거왜 갑자기 그런 짓을 하는 거지
324,일반 대화,뉴스나 그런거 보면 더 아프다고 하던데 아직은 잘 모르겠어!나도 잔여백신 주워야하는데ㅠㅠ
325,일반 대화,학창 시절엔 자리도 정해줬는데맞아 ㅋㅋ 제비뽑기로 했는데
326,일반 대화,그래서 하려고 했는데 오늘 전화와서 해주는 얘기 들으니까 못하겠더라도대체 어떤 얘기를 들었길래 하기도 전에 안하려고 햌 ㅋㅋ
327,일반 대화,아하 일을 열심히 하면 시간이 빨리가니까?ㅋㅋ 그러면서 휴가만 기다리는거지
328,일반 대화,엉덩이를 손봐줬어나도 너희 남자친구 강아지가 오줌 싼 이불에서 자봤어
329,일반 대화,캠핑 때 뭐 하고 싶은 거 있어? ㅋㅋㅋㅋ 아 아니...캠핑을 잘 안 가봐서...그런거 잘 몰라.../너는 뭐 있어?
330,일반 대화,그리고 두통에도 되게 좋대마그네슘 생각보다 빨리 먹어서 이번에는 대용량으로 사려고
331,일반 대화,껄끄럽다기 보다는 좀 어색해서 그렇지.그래도 막상 오랜만에 보면 반가울거야.
332,일반 대화,나 근데 재활용 좀 이해안감왜
333,일반 대화,맞아. 잘 모르는 보드게임도 많고 설명도 있어서 하기 좋아.그렇구나. 나 한번 가보고싶다.
334,일반 대화,영어를 진짜 진심으로 배워볼까봐진심으로 배운다는게 뭐야 ㅋㅋ
335,일반 대화,이해 못 하면 힘들어.서로 이해해야지.
336,일반 대화,나도 주변에 많이 하는데 아직 안하고 싶어그리고 내생각은 골프 지금 한때야
337,일반 대화,이런 사건 사고들은 좀 사라졌으면 좋겠다우리나란 저런 사람들 왜케 많지.../후 내가 다 열 난다 화가 치미르네...
338,일반 대화,요새 넷플릭스에서 한국 드라마가 핫하더라무슨 드라마?
339,일반 대화,훈련 안 받는 거 아냐 그럼 ㅋㅋ영 안 받는 거는 아니고 받긴 하는데 ㅋㅋ 간부랑 나가버리면 끝
340,일반 대화,너네 피부관리실 가봤어?나는 가봤어 왜?
341,일반 대화,아직 정하지는 않았는데 그냥 역이랑 가까우면 돼!근데 역이랑 가까우면 가격이 올라가잖아
342,일반 대화,그치 애기가 많이 어려서 더 이해하실 것 같아맞아 그래서 지금은 나름 눈치 보면서 일하는 중이지 ㅋㅋ
343,일반 대화,그렇다고 비싸게 주고 살 정돈 아니지 마일리지로는 사도마일리지 너 얼마나 있어 대한항공?
344,일반 대화,근데 가격이 비싼데 재활용은 또 안되니...그래도 내년 아이 생일엔 또 숫자 촛불을 사주려구요.하하 맞아요 숫자 너무 좋아하죠 하하/초는 두세번은 다시 켰다 끄는 듯요
345,일반 대화,웃긴건 주간소년열애사 너가 설명해줘서 웹툰 안보고도 답 맞췄다ㅋㅋ 아 ㅋㅋ 답 뭐였어 ㅋㅋ
346,일반 대화,근데 연애하면 돈이 진짜 많이 부족한거같애 ㅠ연애관은 약간 성숙한 사람이랑 연애하는게 좋을거같아
347,일반 대화,누구?이도현도 괜찮구/둘다 ;/나 중학교 2.3학년 담임선생님이 같았어
348,일반 대화,너는 운전면허를 딸 계획이 있니?있지. 매일 주변에서 잔소리를 듣고있어
349,일반 대화,그럼 너는 마음이 편하겠다응 그래서 가끔 내가 이상한건가 싶어
350,일반 대화,이만원정도?1 : 휴대폰 통신비 약정하는거보다 그냥 기계를 돈 다 주고 사서 알뜰 통신사 쓰는게 가성비 넘치는거 같아
351,일반 대화,아 나는 소개팅 하면 안되나봐왜 또 까였어?
352,일반 대화,응 있지. 분기별로 안건을 건의할 수 있어.오 그러면 좋겠다~ 안건도 많이 올라오나?
353,일반 대화,넌 거기서 나온 아이템 뭐샀어?난 아무것도 못 샀어 ㅜㅜ/엄마가 안사줬거든
