,class,conversation
937,일반 대화,뭔가 재미가 없더라고.다른 이유가 있어?/그렇구나. 내가 게임 추천해줄까?
938,일반 대화,그니까 진짜 절기가 옛날 계절 지표인데도 아직도 정확해아 진짜로? 난 매년 새로 갱신하는 건 줄 알았어 ㅋㅋ
939,일반 대화,남자친구랑 가면 더 좋을거야고마워 네 덕에 좋은 곳을 알게됐다
940,일반 대화,웅 맞아 ㅋㅋ 드라이브도 괜찮은 것 같아맞아 나 가끔 호수공원 드라이브 가 하하
941,일반 대화,"그래야겠어요 ㅋㅋ 면허를 너무 쉬울 때 따서 이게 문제인 듯해요 ㅋㅋ지금은 진짜 강화됐다던데 ㅠㅠ 그래도 사고 생각하면 어려워지는 게 맞긴 해요,"
942,일반 대화,오늘 확진자 확 줄었넹오 신기하다
943,일반 대화,필수 필수! ㅋㅋ 거기 네 컷 사진관도 많이 생겼더라고요 ㅋㅋ헐 네 컷 사진관은 발견 못했는데 ㅠㅠ 아쉽다
944,일반 대화,골키퍼는 너밖에 없었니?응 다들 싫어해서 내가 독차지 했었어
945,일반 대화,"미국 캘리포니아에서 올해 폭우로 많은 일이 있었잖아맞아, 전세계적으로 올해 비가 많이 온 것 같아"
946,일반 대화,어허 너 아맞다 누나 그 스벅 물품 봉투에 든거 뭐임아 그거 전등
947,일반 대화,그렇구나 좋다응 꿀팁들이 많아서 더 좋아
948,일반 대화,다 그러니 믿는다리맞다리용
949,일반 대화,자신감있게 겨드랑이를 보일 수 있찌ㅋㅋ 지금도 충분해보이던데?/어디 병원가려고?
950,일반 대화,가습기 빵빵하게 트는데도 그러네ㅠ난 그리고 팔뚝도 다 텃어
951,일반 대화,나는 자꾸 노크도 안하고 문 열고 들어와서 너무 내 생활이 없는 기분이 드는 게 제일 힘들어.나는 택배 많이 시키잖아./그 때 마다 택배 그만 시키라고 하는 게 제일 싫어.
952,일반 대화,지금이라도 다니게아예 없어졌을 듯/너무 오래 전이라 ㅠㅠ
953,일반 대화,여행 계획 하고 있는 거 있어요?다음 주에 제주도 여행 잡혀있어요 하하
954,일반 대화,오늘은 방청소 했어.방청소하고 나니까 속 후련하겠다.
955,일반 대화,토끼가 나 자고 있을 때 앞머리 갉아먹으면 어쩌지?그래도 반려동물이니까 사랑으로 감싸줘야지.
956,일반 대화,다시 처음 부터 정주행 해봐야겠다맞아 그거 완전 강추한다고!
957,일반 대화,엄마 건축사 물어봤나.아 맞다 아니./엄마를 못 만나고 나왔네.
958,일반 대화,동생들 왔다며 끌고 나가 ㅋㅋㅋㅋ 귀찮아... 나가도 혼자 나갈래 ㅋㅋ
959,일반 대화,하하 그래서 스테디 셀러를 사면 괜찮은거같아맞아 나도 담엔 가서 건져야지!
960,일반 대화,오늘 오다가 사고 날 뻔했어헐 어쩌다가 괜찮아?
961,일반 대화,진짜 무좀이면 어떡하지 ㅠㅠ뭘 어떡해 치료하면 금방 나을거야~
962,일반 대화,ㅋㅋ 그럼 오빠가 주 양육자야?아니 본가에 두고 튀꼈어 ㅋㅋ
963,일반 대화,근데 요가랑 필라테스는 유연성이 있어야 하지 않아?맞아 그런 거 같애 아무래도 그거 없음 힘들 거 같아
964,일반 대화,그치? 아직 우리나이대에 벌써 아파트 전세값 걱정은 안해도 될것 같고...맞아! 아직 전세니 공공임대니 잘 모르기도 하고
965,일반 대화,맞아 ㅠㅠ 딱 그거야.그래도 기왕 받은 거 기분 좋게 써!/그래도 기왕 받은 거 기분 좋게 써!
966,일반 대화,노는언니에서 당구선수 나와서 당구기술 가르쳐주는데어 나도 노는 언니 보는데/와 당구편이 있었구나
967,일반 대화,오 하하 넌 얼마주고 샀어?난 5000원 주고 샀어 ㅋㅋ/근데 퀄리티가 대박이야
968,일반 대화,나 우리 형 결혼식 가는 중이야 ㅋㅋ헐 오늘 결혼하시는 거야? 대박!
969,일반 대화,개웃겨 출첵 안해도될거같은데무신사에서 맘에 드는거 찾기가 힘들어 ㅋㅋ
970,일반 대화,아 진짜? 어떤 거였는데?그 티셔츤데 콜라보한 제품이였어
971,일반 대화,난 뭐 최고는 멕시코랑 엘에이로 꼽지 ㅋㅋ와 나도 남미 가고 싶은데 거기 위험하다매
972,일반 대화,내가 사는 도시 바로 옆 도시야.먼 것 같기도 하고 가까운 것 같기도 하네.
973,일반 대화,최근에 병원 간 적은 없지?있어 ㅠ 수술한 적 있었어 ㅜㅜ
974,일반 대화,그걸 모르겠어 한번 찾아봐야겠다지킬앤하이드는 하는거 같던데
975,일반 대화,우리 어릴때는 태풍 매미 막 이런거 엄청 난리여서 학교도 못갔잖아맞아맞아 기억난다 그떄 진짜 나무 넘어지고 자연의 신비였어/인간은 자연앞에 진짜 미물일 뿐 인 것 같아 이럴때마다
976,일반 대화,하하 한번 날 잡아서 놀러 갔다가 사진도 많이 찍고 와 ~응 하하 가족 사진도 찍어야 겠다 이참에
977,일반 대화,앱에서 찾기도 하고 사회봉사단체에 전화도 했었어...이번에도 전화해서 해보면 되지 않을까?
978,일반 대화,나 요즘 다이어트 할까 고민이야!왜? 살이 너무 많이 쪄서?
979,일반 대화,"이제 너무 추워져서 침구를 바꾸려고 했는데 작년에 쓰던게 너무 낡았더라고응, 그래서 이번에 새로 하나 장만하자고 엄마가 그러더라"
980,일반 대화,일회용품도 막 써서그러니까 쓰레기 깉은것도 줄여야돼/지구온난화 때문에 전세계적으로 이상기후가 생기고 있대
981,일반 대화,헛 ㅜㅜ 아직 남긴 했네... 무조건 집에 있어!네 ㅜㅜ 그때는 일 다 빼고 쉬기만 하려고요 ㅜㅜ
982,일반 대화,요즘 라운드 숄더 아닌 사람이 없는 것 같아라운드 숄더가 뭐야?
983,일반 대화,이제는 다 포기해버렸어... 난 외국 갈 팔자가 아닌가 봐야 나 1년 될 때 ㄹㅇ 퇴사 할 거거든? 그때 가까운 데라도 가자
984,일반 대화,그렇게 데려온 지 얼마나 됐어?지금 1년 조금 넘었어! ㅋㅋ
985,일반 대화,신발... 대신 좀 해줘라 너가...신발 사이즈가 안 맞는 거야?
986,일반 대화,나 다이어트 시작할려는데 뭐부터 해야될까?내 생각은 운동부터 시작하는게 맞는거 같아
987,일반 대화,"와 이 언니 뭐야, 완전 엘리트,아냐... 죽어라 공부하면 다 되나 바 벼락치기였어"
988,일반 대화,요즘 너무 더워서 맨날 커피마신다무슨 커피 마셔? 아메리카노?
989,일반 대화,거기서 나온 오프닝 영상 봤어?만두가족 이야기?
990,일반 대화,나도 깔아 놓을게...오케이 그럼 나랑 같이 사냥 다니자꾸나 ^^~
991,일반 대화,응~ 드라이기 좋은 거 나왔길래 거래하려고. 게다가 상대방 회사가 우리 집 근처 라더라.아~ 그 분 퇴근 시간 후에 만나면 되겠네.
992,일반 대화,우리 엄마는 신세대인 것 같아어떤 점 때문에 그렇게 생각해?
993,일반 대화,나 최근에 엄청 싸게 사는 중국 사이트 알아서 대량으로 샀거든 ㅠㅠ나도 되게 쉬운 마음으로 한 철 입고 버리지~ 하면서 많이 삼 ㅠㅠ
994,일반 대화,흠 아마 올해 안이면 좋겠는데 하하하하 그때되면 말해주렴 하하
995,일반 대화,생각 좀 해봐야겠어 ㅋㅋ 귀가 얇아서 위험해ㅋㅋ 앗 그러면 나라도 말려줘야 하나
996,일반 대화,이번 명절에 기차 타고 내려가?아~ 이번에는 비행기 타보려구
997,일반 대화,난 요즘 인테리어에 관심이 많아졌어 ㅋㅋ오 ㅋㅋ 언니 집 꾸미는 거 좋아해요? ㅋㅋ
998,일반 대화,웅 그런가...? 아닌거같은데솔직히 난 평균이라고 생각해
999,일반 대화,계약서를 잘 봐야해.이상한 부분 있나 잘 봐.
